t	x_1	x_2	xref_1	xref_2	u_1
62702	7.9853	7.9853	8.0000	8.0000	5.6263
62703	7.9853	7.9853	8.0000	8.0000	5.6263
62704	7.9853	7.9853	8.0000	8.0000	5.6263
62705	7.9853	7.9853	8.0000	8.0000	5.6263
62706	7.9853	7.9853	8.0000	8.0000	5.6263
62707	7.9853	7.9853	8.0000	8.0000	5.6263
62708	7.9853	7.9853	8.0000	8.0000	5.6263
62709	7.9853	7.9853	8.0000	8.0000	5.6263
62710	7.9853	7.9853	8.0000	8.0000	5.6263
62711	7.9853	7.9853	8.0000	8.0000	5.6263
62712	7.9853	7.9853	8.0000	8.0000	5.6263
62713	7.9853	7.9853	8.0000	8.0000	5.6263
62714	7.9853	7.9853	8.0000	8.0000	5.6263
62715	7.9853	7.9853	8.0000	8.0000	5.6263
62716	7.9853	7.9853	8.0000	8.0000	5.6263
62717	7.9853	7.9853	8.0000	8.0000	5.6263
62718	7.9853	7.9853	8.0000	8.0000	5.6263
62719	7.9853	7.9853	8.0000	8.0000	5.6263
62720	7.9853	7.9853	8.0000	8.0000	5.6263
62721	7.9853	7.9853	8.0000	8.0000	5.6263
62722	7.9853	7.9853	8.0000	8.0000	5.6263
62723	7.9853	7.9853	8.0000	8.0000	5.6263
62724	7.9853	7.9853	8.0000	8.0000	5.6263
62725	7.9853	7.9853	8.0000	8.0000	5.6263
62726	7.9853	7.9853	8.0000	8.0000	5.6263
62727	7.9853	7.9853	8.0000	8.0000	5.6263
62728	7.9853	7.9853	8.0000	8.0000	5.6263
62729	7.9853	7.9853	8.0000	8.0000	5.6263
62730	7.9853	7.9853	8.0000	8.0000	5.6263
62731	7.9853	7.9853	8.0000	8.0000	5.6263
62732	7.9853	7.9853	8.0000	8.0000	5.6263
62733	7.9853	7.9853	8.0000	8.0000	5.6263
62734	7.9853	7.9853	8.0000	8.0000	5.6263
62735	7.9853	7.9853	8.0000	8.0000	5.6263
62736	7.9853	7.9853	8.0000	8.0000	5.6263
62737	7.9853	7.9853	8.0000	8.0000	5.6263
62738	7.9853	7.9853	8.0000	8.0000	5.6263
62739	7.9853	7.9853	8.0000	8.0000	5.6263
62740	7.9853	7.9853	8.0000	8.0000	5.6263
62741	7.9853	7.9853	8.0000	8.0000	5.6263
62742	7.9853	7.9853	8.0000	8.0000	5.6263
62743	7.9853	7.9853	8.0000	8.0000	5.6263
62744	7.9853	7.9853	8.0000	8.0000	5.6263
62745	7.9853	7.9853	8.0000	8.0000	5.6263
62746	7.9853	7.9853	8.0000	8.0000	5.6263
62747	7.9853	7.9853	8.0000	8.0000	5.6263
62748	7.9853	7.9853	8.0000	8.0000	5.6263
62749	7.9853	7.9853	8.0000	8.0000	5.6263
62750	7.9853	7.9853	8.0000	8.0000	5.6263
62751	7.9853	7.9853	8.0000	8.0000	5.6263
62752	7.9853	7.9853	8.0000	8.0000	5.6263
62753	7.9853	7.9853	8.0000	8.0000	5.6263
62754	7.9853	7.9853	8.0000	8.0000	5.6263
62755	7.9853	7.9853	8.0000	8.0000	5.6263
62756	7.9853	7.9853	8.0000	8.0000	5.6263
62757	7.9853	7.9853	8.0000	8.0000	5.6263
62758	7.9853	7.9853	8.0000	8.0000	5.6263
62759	7.9853	7.9853	8.0000	8.0000	5.6263
62760	7.9853	7.9853	8.0000	8.0000	5.6263
62761	7.9853	7.9853	8.0000	8.0000	5.6263
62762	7.9853	7.9853	8.0000	8.0000	5.6263
62763	7.9853	7.9853	8.0000	8.0000	5.6263
62764	7.9853	7.9853	8.0000	8.0000	5.6263
62765	7.9853	7.9853	8.0000	8.0000	5.6263
62766	7.9853	7.9853	8.0000	8.0000	5.6263
62767	7.9853	7.9853	8.0000	8.0000	5.6263
62768	7.9853	7.9853	8.0000	8.0000	5.6263
62769	7.9853	7.9853	8.0000	8.0000	5.6263
62770	7.9853	7.9853	8.0000	8.0000	5.6263
62771	7.9853	7.9853	8.0000	8.0000	5.6263
62772	7.9853	7.9853	8.0000	8.0000	5.6263
62773	7.9853	7.9853	8.0000	8.0000	5.6263
62774	7.9853	7.9853	8.0000	8.0000	5.6263
62775	7.9853	7.9853	8.0000	8.0000	5.6263
62776	7.9853	7.9853	8.0000	8.0000	5.6263
62777	7.9853	7.9853	8.0000	8.0000	5.6263
62778	7.9853	7.9853	8.0000	8.0000	5.6263
62779	7.9853	7.9853	8.0000	8.0000	5.6263
62780	7.9853	7.9853	8.0000	8.0000	5.6263
62781	7.9853	7.9853	8.0000	8.0000	5.6263
62782	7.9853	7.9853	8.0000	8.0000	5.6263
62783	7.9853	7.9853	8.0000	8.0000	5.6263
62784	7.9853	7.9853	8.0000	8.0000	5.6263
62785	7.9853	7.9853	8.0000	8.0000	5.6263
62786	7.9853	7.9853	8.0000	8.0000	5.6263
62787	7.9853	7.9853	8.0000	8.0000	5.6263
62788	7.9853	7.9853	8.0000	8.0000	5.6263
62789	7.9853	7.9853	8.0000	8.0000	5.6263
62790	7.9853	7.9853	8.0000	8.0000	5.6263
62791	7.9853	7.9853	8.0000	8.0000	5.6263
62792	7.9853	7.9853	8.0000	8.0000	5.6263
62793	7.9853	7.9853	8.0000	8.0000	5.6263
62794	7.9853	7.9853	8.0000	8.0000	5.6263
62795	7.9853	7.9853	8.0000	8.0000	5.6263
62796	7.9853	7.9853	8.0000	8.0000	5.6263
62797	7.9853	7.9853	8.0000	8.0000	5.6263
62798	7.9853	7.9853	8.0000	8.0000	5.6263
62799	7.9853	7.9853	8.0000	8.0000	5.6263
62800	7.9853	7.9853	8.0000	8.0000	5.6263
62801	7.9853	7.9853	8.0000	8.0000	5.6263
62802	7.9853	7.9853	8.0000	8.0000	5.6263
62803	7.9853	7.9853	8.0000	8.0000	5.6263
62804	7.9853	7.9853	8.0000	8.0000	5.6263
62805	7.9853	7.9853	8.0000	8.0000	5.6263
62806	7.9853	7.9853	8.0000	8.0000	5.6263
62807	7.9853	7.9853	8.0000	8.0000	5.6263
62808	7.9853	7.9853	8.0000	8.0000	5.6263
62809	7.9853	7.9853	8.0000	8.0000	5.6263
62810	7.9853	7.9853	8.0000	8.0000	5.6263
62811	7.9853	7.9853	8.0000	8.0000	5.6263
62812	7.9853	7.9853	8.0000	8.0000	5.6263
62813	7.9853	7.9853	8.0000	8.0000	5.6263
62814	7.9853	7.9853	8.0000	8.0000	5.6263
62815	7.9853	7.9853	8.0000	8.0000	5.6263
62816	7.9853	7.9853	8.0000	8.0000	5.6263
62817	7.9853	7.9853	8.0000	8.0000	5.6263
62818	7.9853	7.9853	8.0000	8.0000	5.6263
62819	7.9853	7.9853	8.0000	8.0000	5.6263
62820	7.9853	7.9853	8.0000	8.0000	5.6263
62821	7.9853	7.9853	8.0000	8.0000	5.6263
62822	7.9853	7.9853	8.0000	8.0000	5.6263
62823	7.9853	7.9853	8.0000	8.0000	5.6263
62824	7.9853	7.9853	8.0000	8.0000	5.6263
62825	7.9853	7.9853	8.0000	8.0000	5.6263
62826	7.9853	7.9853	8.0000	8.0000	5.6263
62827	7.9853	7.9853	8.0000	8.0000	5.6263
62828	7.9853	7.9853	8.0000	8.0000	5.6263
62829	7.9853	7.9853	8.0000	8.0000	5.6263
62830	7.9853	7.9853	8.0000	8.0000	5.6263
62831	7.9853	7.9853	8.0000	8.0000	5.6263
62832	7.9853	7.9853	8.0000	8.0000	5.6263
62833	7.9853	7.9853	8.0000	8.0000	5.6263
62834	7.9853	7.9853	8.0000	8.0000	5.6263
62835	7.9853	7.9853	8.0000	8.0000	5.6263
62836	7.9853	7.9853	8.0000	8.0000	5.6263
62837	7.9853	7.9853	8.0000	8.0000	5.6263
62838	7.9853	7.9853	8.0000	8.0000	5.6263
62839	7.9853	7.9853	8.0000	8.0000	5.6263
62840	7.9853	7.9853	8.0000	8.0000	5.6263
62841	7.9853	7.9853	8.0000	8.0000	5.6263
62842	7.9853	7.9853	8.0000	8.0000	5.6263
62843	7.9853	7.9853	8.0000	8.0000	5.6263
62844	7.9853	7.9853	8.0000	8.0000	5.6263
62845	7.9853	7.9853	8.0000	8.0000	5.6263
62846	7.9853	7.9853	8.0000	8.0000	5.6263
62847	7.9853	7.9853	8.0000	8.0000	5.6263
62848	7.9853	7.9853	8.0000	8.0000	5.6263
62849	7.9853	7.9853	8.0000	8.0000	5.6263
62850	7.9853	7.9853	8.0000	8.0000	5.6263
62851	7.9853	7.9853	8.0000	8.0000	5.6263
62852	7.9853	7.9853	8.0000	8.0000	5.6263
62853	7.9853	7.9853	8.0000	8.0000	5.6263
62854	7.9853	7.9853	8.0000	8.0000	5.6263
62855	7.9853	7.9853	8.0000	8.0000	5.6263
62856	7.9853	7.9853	8.0000	8.0000	5.6263
62857	7.9853	7.9853	8.0000	8.0000	5.6263
62858	7.9853	7.9853	8.0000	8.0000	5.6263
62859	7.9853	7.9853	8.0000	8.0000	5.6263
62860	7.9853	7.9853	8.0000	8.0000	5.6263
62861	7.9853	7.9853	8.0000	8.0000	5.6263
62862	7.9853	7.9853	8.0000	8.0000	5.6263
62863	7.9853	7.9853	8.0000	8.0000	5.6263
62864	7.9853	7.9853	8.0000	8.0000	5.6263
62865	7.9853	7.9853	8.0000	8.0000	5.6263
62866	7.9853	7.9853	8.0000	8.0000	5.6263
62867	7.9853	7.9853	8.0000	8.0000	5.6263
62868	7.9853	7.9853	8.0000	8.0000	5.6263
62869	7.9853	7.9853	8.0000	8.0000	5.6263
62870	7.9853	7.9853	8.0000	8.0000	5.6263
62871	7.9853	7.9853	8.0000	8.0000	5.6263
62872	7.9853	7.9853	8.0000	8.0000	5.6263
62873	7.9853	7.9853	8.0000	8.0000	5.6263
62874	7.9853	7.9853	8.0000	8.0000	5.6263
62875	7.9853	7.9853	8.0000	8.0000	5.6263
62876	7.9853	7.9853	8.0000	8.0000	5.6263
62877	7.9853	7.9853	8.0000	8.0000	5.6263
62878	7.9853	7.9853	8.0000	8.0000	5.6263
62879	7.9853	7.9853	8.0000	8.0000	5.6263
62880	7.9853	7.9853	8.0000	8.0000	5.6263
62881	7.9853	7.9853	8.0000	8.0000	5.6263
62882	7.9853	7.9853	8.0000	8.0000	5.6263
62883	7.9853	7.9853	8.0000	8.0000	5.6263
62884	7.9853	7.9853	8.0000	8.0000	5.6263
62885	7.9853	7.9853	8.0000	8.0000	5.6263
62886	7.9853	7.9853	8.0000	8.0000	5.6263
62887	7.9853	7.9853	8.0000	8.0000	5.6263
62888	7.9853	7.9853	8.0000	8.0000	5.6263
62889	7.9853	7.9853	8.0000	8.0000	5.6263
62890	7.9853	7.9853	8.0000	8.0000	5.6263
62891	7.9853	7.9853	8.0000	8.0000	5.6263
62892	7.9853	7.9853	8.0000	8.0000	5.6263
62893	7.9853	7.9853	8.0000	8.0000	5.6263
62894	7.9853	7.9853	8.0000	8.0000	5.6263
62895	7.9853	7.9853	8.0000	8.0000	5.6263
62896	7.9853	7.9853	8.0000	8.0000	5.6263
62897	7.9853	7.9853	8.0000	8.0000	5.6263
62898	7.9853	7.9853	8.0000	8.0000	5.6263
62899	7.9853	7.9853	8.0000	8.0000	5.6263
62900	7.9853	7.9853	8.0000	8.0000	5.6263
62901	7.9853	7.9853	8.0000	8.0000	5.6263
62902	7.9853	7.9853	8.0000	8.0000	5.6263
62903	7.9853	7.9853	8.0000	8.0000	5.6263
62904	7.9853	7.9853	8.0000	8.0000	5.6263
62905	7.9853	7.9853	8.0000	8.0000	5.6263
62906	7.9853	7.9853	8.0000	8.0000	5.6263
62907	7.9853	7.9853	8.0000	8.0000	5.6263
62908	7.9853	7.9853	8.0000	8.0000	5.6263
62909	7.9853	7.9853	8.0000	8.0000	5.6263
62910	7.9853	7.9853	8.0000	8.0000	5.6263
62911	7.9853	7.9853	8.0000	8.0000	5.6263
62912	7.9853	7.9853	8.0000	8.0000	5.6263
62913	7.9853	7.9853	8.0000	8.0000	5.6263
62914	7.9853	7.9853	8.0000	8.0000	5.6263
62915	7.9853	7.9853	8.0000	8.0000	5.6263
62916	7.9853	7.9853	8.0000	8.0000	5.6263
62917	7.9853	7.9853	8.0000	8.0000	5.6263
62918	7.9853	7.9853	8.0000	8.0000	5.6263
62919	7.9853	7.9853	8.0000	8.0000	5.6263
62920	7.9853	7.9853	8.0000	8.0000	5.6263
62921	7.9853	7.9853	8.0000	8.0000	5.6263
62922	7.9853	7.9853	8.0000	8.0000	5.6263
62923	7.9853	7.9853	8.0000	8.0000	5.6263
62924	7.9853	7.9853	8.0000	8.0000	5.6263
62925	7.9853	7.9853	8.0000	8.0000	5.6263
62926	7.9853	7.9853	8.0000	8.0000	5.6263
62927	7.9853	7.9853	8.0000	8.0000	5.6263
62928	7.9853	7.9853	8.0000	8.0000	5.6263
62929	7.9853	7.9853	8.0000	8.0000	5.6263
62930	7.9853	7.9853	8.0000	8.0000	5.6263
62931	7.9853	7.9853	8.0000	8.0000	5.6263
62932	7.9853	7.9853	8.0000	8.0000	5.6263
62933	7.9853	7.9853	8.0000	8.0000	5.6263
62934	7.9853	7.9853	8.0000	8.0000	5.6263
62935	7.9853	7.9853	8.0000	8.0000	5.6263
62936	7.9853	7.9853	8.0000	8.0000	5.6263
62937	7.9853	7.9853	8.0000	8.0000	5.6263
62938	7.9853	7.9853	8.0000	8.0000	5.6263
62939	7.9853	7.9853	8.0000	8.0000	5.6263
62940	7.9853	7.9853	8.0000	8.0000	5.6263
62941	7.9853	7.9853	8.0000	8.0000	5.6263
62942	7.9853	7.9853	8.0000	8.0000	5.6263
62943	7.9853	7.9853	8.0000	8.0000	5.6263
62944	7.9853	7.9853	8.0000	8.0000	5.6263
62945	7.9853	7.9853	8.0000	8.0000	5.6263
62946	7.9853	7.9853	8.0000	8.0000	5.6263
62947	7.9853	7.9853	8.0000	8.0000	5.6263
62948	7.9853	7.9853	8.0000	8.0000	5.6263
62949	7.9853	7.9853	8.0000	8.0000	5.6263
62950	7.9853	7.9853	8.0000	8.0000	5.6263
62951	7.9853	7.9853	8.0000	8.0000	5.6263
62952	7.9853	7.9853	8.0000	8.0000	5.6263
62953	7.9853	7.9853	8.0000	8.0000	5.6263
62954	7.9853	7.9853	8.0000	8.0000	5.6263
62955	7.9853	7.9853	8.0000	8.0000	5.6263
62956	7.9853	7.9853	8.0000	8.0000	5.6263
62957	7.9853	7.9853	8.0000	8.0000	5.6263
62958	7.9853	7.9853	8.0000	8.0000	5.6263
62959	7.9853	7.9853	8.0000	8.0000	5.6263
62960	7.9853	7.9853	8.0000	8.0000	5.6263
62961	7.9853	7.9853	8.0000	8.0000	5.6263
62962	7.9853	7.9853	8.0000	8.0000	5.6263
62963	7.9853	7.9853	8.0000	8.0000	5.6263
62964	7.9853	7.9853	8.0000	8.0000	5.6263
62965	7.9853	7.9853	8.0000	8.0000	5.6263
62966	7.9853	7.9853	8.0000	8.0000	5.6263
62967	7.9853	7.9853	8.0000	8.0000	5.6263
62968	7.9853	7.9853	8.0000	8.0000	5.6263
62969	7.9853	7.9853	8.0000	8.0000	5.6263
62970	7.9853	7.9853	8.0000	8.0000	5.6263
62971	7.9853	7.9853	8.0000	8.0000	5.6263
62972	7.9853	7.9853	8.0000	8.0000	5.6263
62973	7.9853	7.9853	8.0000	8.0000	5.6263
62974	7.9853	7.9853	8.0000	8.0000	5.6263
62975	7.9853	7.9853	8.0000	8.0000	5.6263
62976	7.9853	7.9853	8.0000	8.0000	5.6263
62977	7.9853	7.9853	8.0000	8.0000	5.6263
62978	7.9853	7.9853	8.0000	8.0000	5.6263
62979	7.9853	7.9853	8.0000	8.0000	5.6263
62980	7.9853	7.9853	8.0000	8.0000	5.6263
62981	7.9853	7.9853	8.0000	8.0000	5.6263
62982	7.9853	7.9853	8.0000	8.0000	5.6263
62983	7.9853	7.9853	8.0000	8.0000	5.6263
62984	7.9853	7.9853	8.0000	8.0000	5.6263
62985	7.9853	7.9853	8.0000	8.0000	5.6263
62986	7.9853	7.9853	8.0000	8.0000	5.6263
62987	7.9853	7.9853	8.0000	8.0000	5.6263
62988	7.9853	7.9853	8.0000	8.0000	5.6263
62989	7.9853	7.9853	8.0000	8.0000	5.6263
62990	7.9853	7.9853	8.0000	8.0000	5.6263
62991	7.9853	7.9853	8.0000	8.0000	5.6263
62992	7.9853	7.9853	8.0000	8.0000	5.6263
62993	7.9853	7.9853	8.0000	8.0000	5.6263
62994	7.9853	7.9853	8.0000	8.0000	5.6263
62995	7.9853	7.9853	8.0000	8.0000	5.6263
62996	7.9853	7.9853	8.0000	8.0000	5.6263
62997	7.9853	7.9853	8.0000	8.0000	5.6263
62998	7.9853	7.9853	8.0000	8.0000	5.6263
62999	7.9853	7.9853	8.0000	8.0000	5.6263
63000	7.9853	7.9853	8.0000	8.0000	5.6263
63001	7.9853	7.9853	8.0000	8.0000	5.6263
63002	7.9853	7.9853	8.0000	8.0000	5.6263
63003	7.9853	7.9853	8.0000	8.0000	5.6263
63004	7.9853	7.9853	8.0000	8.0000	5.6263
63005	7.9853	7.9853	8.0000	8.0000	5.6263
63006	7.9853	7.9853	8.0000	8.0000	5.6263
63007	7.9853	7.9853	8.0000	8.0000	5.6263
63008	7.9853	7.9853	8.0000	8.0000	5.6263
63009	7.9853	7.9853	8.0000	8.0000	5.6263
63010	7.9853	7.9853	8.0000	8.0000	5.6263
63011	7.9853	7.9853	8.0000	8.0000	5.6263
63012	7.9853	7.9853	8.0000	8.0000	5.6263
63013	7.9853	7.9853	8.0000	8.0000	5.6263
63014	7.9853	7.9853	8.0000	8.0000	5.6263
63015	7.9853	7.9853	8.0000	8.0000	5.6263
63016	7.9853	7.9853	8.0000	8.0000	5.6263
63017	7.9853	7.9853	8.0000	8.0000	5.6263
63018	7.9853	7.9853	8.0000	8.0000	5.6263
63019	7.9853	7.9853	8.0000	8.0000	5.6263
63020	7.9853	7.9853	8.0000	8.0000	5.6263
63021	7.9853	7.9853	8.0000	8.0000	5.6263
63022	7.9853	7.9853	8.0000	8.0000	5.6263
63023	7.9853	7.9853	8.0000	8.0000	5.6263
63024	7.9853	7.9853	8.0000	8.0000	5.6263
63025	7.9853	7.9853	8.0000	8.0000	5.6263
63026	7.9853	7.9853	8.0000	8.0000	5.6263
63027	7.9853	7.9853	8.0000	8.0000	5.6263
63028	7.9853	7.9853	8.0000	8.0000	5.6263
63029	7.9853	7.9853	8.0000	8.0000	5.6263
63030	7.9853	7.9853	8.0000	8.0000	5.6263
63031	7.9853	7.9853	8.0000	8.0000	5.6263
63032	7.9853	7.9853	8.0000	8.0000	5.6263
63033	7.9853	7.9853	8.0000	8.0000	5.6263
63034	7.9853	7.9853	8.0000	8.0000	5.6263
63035	7.9853	7.9853	8.0000	8.0000	5.6263
63036	7.9853	7.9853	8.0000	8.0000	5.6263
63037	7.9853	7.9853	8.0000	8.0000	5.6263
63038	7.9853	7.9853	8.0000	8.0000	5.6263
63039	7.9853	7.9853	8.0000	8.0000	5.6263
63040	7.9853	7.9853	8.0000	8.0000	5.6263
63041	7.9853	7.9853	8.0000	8.0000	5.6263
63042	7.9853	7.9853	8.0000	8.0000	5.6263
63043	7.9853	7.9853	8.0000	8.0000	5.6263
63044	7.9853	7.9853	8.0000	8.0000	5.6263
63045	7.9853	7.9853	8.0000	8.0000	5.6263
63046	7.9853	7.9853	8.0000	8.0000	5.6263
63047	7.9853	7.9853	8.0000	8.0000	5.6263
63048	7.9853	7.9853	8.0000	8.0000	5.6263
63049	7.9853	7.9853	8.0000	8.0000	5.6263
63050	7.9853	7.9853	8.0000	8.0000	5.6263
63051	7.9853	7.9853	8.0000	8.0000	5.6263
63052	7.9853	7.9853	8.0000	8.0000	5.6263
63053	7.9853	7.9853	8.0000	8.0000	5.6263
63054	7.9853	7.9853	8.0000	8.0000	5.6263
63055	7.9853	7.9853	8.0000	8.0000	5.6263
63056	7.9853	7.9853	8.0000	8.0000	5.6263
63057	7.9853	7.9853	8.0000	8.0000	5.6263
63058	7.9853	7.9853	8.0000	8.0000	5.6263
63059	7.9853	7.9853	8.0000	8.0000	5.6263
63060	7.9853	7.9853	8.0000	8.0000	5.6263
63061	7.9853	7.9853	8.0000	8.0000	5.6263
63062	7.9853	7.9853	8.0000	8.0000	5.6263
63063	7.9853	7.9853	8.0000	8.0000	5.6263
63064	7.9853	7.9853	8.0000	8.0000	5.6263
63065	7.9853	7.9853	8.0000	8.0000	5.6263
63066	7.9853	7.9853	8.0000	8.0000	5.6263
63067	7.9853	7.9853	8.0000	8.0000	5.6263
63068	7.9853	7.9853	8.0000	8.0000	5.6263
63069	7.9853	7.9853	8.0000	8.0000	5.6263
63070	7.9853	7.9853	8.0000	8.0000	5.6263
63071	7.9853	7.9853	8.0000	8.0000	5.6263
63072	7.9853	7.9853	8.0000	8.0000	5.6263
63073	7.9853	7.9853	8.0000	8.0000	5.6263
63074	7.9853	7.9853	8.0000	8.0000	5.6263
63075	7.9853	7.9853	8.0000	8.0000	5.6263
63076	7.9853	7.9853	8.0000	8.0000	5.6263
63077	7.9853	7.9853	8.0000	8.0000	5.6263
63078	7.9853	7.9853	8.0000	8.0000	5.6263
63079	7.9853	7.9853	8.0000	8.0000	5.6263
63080	7.9853	7.9853	8.0000	8.0000	5.6263
63081	7.9853	7.9853	8.0000	8.0000	5.6263
63082	7.9853	7.9853	8.0000	8.0000	5.6263
63083	7.9853	7.9853	8.0000	8.0000	5.6263
63084	7.9853	7.9853	8.0000	8.0000	5.6263
63085	7.9853	7.9853	8.0000	8.0000	5.6263
63086	7.9853	7.9853	8.0000	8.0000	5.6263
63087	7.9853	7.9853	8.0000	8.0000	5.6263
63088	7.9853	7.9853	8.0000	8.0000	5.6263
63089	7.9853	7.9853	8.0000	8.0000	5.6263
63090	7.9853	7.9853	8.0000	8.0000	5.6263
63091	7.9853	7.9853	8.0000	8.0000	5.6263
63092	7.9853	7.9853	8.0000	8.0000	5.6263
63093	7.9853	7.9853	8.0000	8.0000	5.6263
63094	7.9853	7.9853	8.0000	8.0000	5.6263
63095	7.9853	7.9853	8.0000	8.0000	5.6263
63096	7.9853	7.9853	8.0000	8.0000	5.6263
63097	7.9853	7.9853	8.0000	8.0000	5.6263
63098	7.9853	7.9853	8.0000	8.0000	5.6263
63099	7.9853	7.9853	8.0000	8.0000	5.6263
63100	7.9853	7.9853	8.0000	8.0000	5.6263
63101	7.9853	7.9853	8.0000	8.0000	5.6263
63102	7.9853	7.9853	8.0000	8.0000	5.6263
63103	7.9853	7.9853	8.0000	8.0000	5.6263
63104	7.9853	7.9853	8.0000	8.0000	5.6263
63105	7.9853	7.9853	8.0000	8.0000	5.6263
63106	7.9853	7.9853	8.0000	8.0000	5.6263
63107	7.9853	7.9853	8.0000	8.0000	5.6263
63108	7.9853	7.9853	8.0000	8.0000	5.6263
63109	7.9853	7.9853	8.0000	8.0000	5.6263
63110	7.9853	7.9853	8.0000	8.0000	5.6263
63111	7.9853	7.9853	8.0000	8.0000	5.6263
63112	7.9853	7.9853	8.0000	8.0000	5.6263
63113	7.9853	7.9853	8.0000	8.0000	5.6263
63114	7.9853	7.9853	8.0000	8.0000	5.6263
63115	7.9853	7.9853	8.0000	8.0000	5.6263
63116	7.9853	7.9853	8.0000	8.0000	5.6263
63117	7.9853	7.9853	8.0000	8.0000	5.6263
63118	7.9853	7.9853	8.0000	8.0000	5.6263
63119	7.9853	7.9853	8.0000	8.0000	5.6263
63120	7.9853	7.9853	8.0000	8.0000	5.6263
63121	7.9853	7.9853	8.0000	8.0000	5.6263
63122	7.9853	7.9853	8.0000	8.0000	5.6263
63123	7.9853	7.9853	8.0000	8.0000	5.6263
63124	7.9853	7.9853	8.0000	8.0000	5.6263
63125	7.9853	7.9853	8.0000	8.0000	5.6263
63126	7.9853	7.9853	8.0000	8.0000	5.6263
63127	7.9853	7.9853	8.0000	8.0000	5.6263
63128	7.9853	7.9853	8.0000	8.0000	5.6263
63129	7.9853	7.9853	8.0000	8.0000	5.6263
63130	7.9853	7.9853	8.0000	8.0000	5.6263
63131	7.9853	7.9853	8.0000	8.0000	5.6263
63132	7.9853	7.9853	8.0000	8.0000	5.6263
63133	7.9853	7.9853	8.0000	8.0000	5.6263
63134	7.9853	7.9853	8.0000	8.0000	5.6263
63135	7.9853	7.9853	8.0000	8.0000	5.6263
63136	7.9853	7.9853	8.0000	8.0000	5.6263
63137	7.9853	7.9853	8.0000	8.0000	5.6263
63138	7.9853	7.9853	8.0000	8.0000	5.6263
63139	7.9853	7.9853	8.0000	8.0000	5.6263
63140	7.9853	7.9853	8.0000	8.0000	5.6263
63141	7.9853	7.9853	8.0000	8.0000	5.6263
63142	7.9853	7.9853	8.0000	8.0000	5.6263
63143	7.9853	7.9853	8.0000	8.0000	5.6263
63144	7.9853	7.9853	8.0000	8.0000	5.6263
63145	7.9853	7.9853	8.0000	8.0000	5.6263
63146	7.9853	7.9853	8.0000	8.0000	5.6263
63147	7.9853	7.9853	8.0000	8.0000	5.6263
63148	7.9853	7.9853	8.0000	8.0000	5.6263
63149	7.9853	7.9853	8.0000	8.0000	5.6263
63150	7.9853	7.9853	8.0000	8.0000	5.6263
63151	7.9853	7.9853	8.0000	8.0000	5.6263
63152	7.9853	7.9853	8.0000	8.0000	5.6263
63153	7.9853	7.9853	8.0000	8.0000	5.6263
63154	7.9853	7.9853	8.0000	8.0000	5.6263
63155	7.9853	7.9853	8.0000	8.0000	5.6263
63156	7.9853	7.9853	8.0000	8.0000	5.6263
63157	7.9853	7.9853	8.0000	8.0000	5.6263
63158	7.9853	7.9853	8.0000	8.0000	5.6263
63159	7.9853	7.9853	8.0000	8.0000	5.6263
63160	7.9853	7.9853	8.0000	8.0000	5.6263
63161	7.9853	7.9853	8.0000	8.0000	5.6263
63162	7.9853	7.9853	8.0000	8.0000	5.6263
63163	7.9853	7.9853	8.0000	8.0000	5.6263
63164	7.9853	7.9853	8.0000	8.0000	5.6263
63165	7.9853	7.9853	8.0000	8.0000	5.6263
63166	7.9853	7.9853	8.0000	8.0000	5.6263
63167	7.9853	7.9853	8.0000	8.0000	5.6263
63168	7.9853	7.9853	8.0000	8.0000	5.6263
63169	7.9853	7.9853	8.0000	8.0000	5.6263
63170	7.9853	7.9853	8.0000	8.0000	5.6263
63171	7.9853	7.9853	8.0000	8.0000	5.6263
63172	7.9853	7.9853	8.0000	8.0000	5.6263
63173	7.9853	7.9853	8.0000	8.0000	5.6263
63174	7.9853	7.9853	8.0000	8.0000	5.6263
63175	7.9853	7.9853	8.0000	8.0000	5.6263
63176	7.9853	7.9853	8.0000	8.0000	5.6263
63177	7.9853	7.9853	8.0000	8.0000	5.6263
63178	7.9853	7.9853	8.0000	8.0000	5.6263
63179	7.9853	7.9853	8.0000	8.0000	5.6263
63180	7.9853	7.9853	8.0000	8.0000	5.6263
63181	7.9853	7.9853	8.0000	8.0000	5.6263
63182	7.9853	7.9853	8.0000	8.0000	5.6263
63183	7.9853	7.9853	8.0000	8.0000	5.6263
63184	7.9853	7.9853	8.0000	8.0000	5.6263
63185	7.9853	7.9853	8.0000	8.0000	5.6263
63186	7.9853	7.9853	8.0000	8.0000	5.6263
63187	7.9853	7.9853	8.0000	8.0000	5.6263
63188	7.9853	7.9853	8.0000	8.0000	5.6263
63189	7.9853	7.9853	8.0000	8.0000	5.6263
63190	7.9853	7.9853	8.0000	8.0000	5.6263
63191	7.9853	7.9853	8.0000	8.0000	5.6263
63192	7.9853	7.9853	8.0000	8.0000	5.6263
63193	7.9853	7.9853	8.0000	8.0000	5.6263
63194	7.9853	7.9853	8.0000	8.0000	5.6263
63195	7.9853	7.9853	8.0000	8.0000	5.6263
63196	7.9853	7.9853	8.0000	8.0000	5.6263
63197	7.9853	7.9853	8.0000	8.0000	5.6263
63198	7.9853	7.9853	8.0000	8.0000	5.6263
63199	7.9853	7.9853	8.0000	8.0000	5.6263
63200	7.9853	7.9853	8.0000	8.0000	5.6263
